time,sub-001,sub-002,sub-003,sub-004,sub-005,sub-006,sub-007,sub-008,sub-009,sub-010,sub-011,sub-012,sub-013,sub-014,sub-016,sub-017,sub-019,sub-021,sub-022,sub-024,sub-025,sub-027,sub-028,sub-029,sub-030,sub-031,sub-032,sub-033,sub-034,sub-035,sub-036,sub-037,sub-038,sub-039,sub-040,sub-041,sub-042,sub-043,sub-046,sub-047,sub-048,sub-049,sub-050,sub-052,sub-053,sub-055,sub-057,sub-058,sub-059,sub-060,sub-061,sub-062,sub-063,sub-064,sub-065,sub-066,sub-068,sub-069,sub-070,sub-071,sub-072,sub-073
-0.2,3.92650594997821,3.01809224215108,11.2532149238023,-1.20456533962652,3.00625799439567,5.44073308742852,2.7470763805989,0.979222396056073,-3.80446735921388,-3.50807265418895,-4.99020637962464,0.515090981736297,2.29359601781973,11.9627848747183,-2.96436030984743,0.0571988626749162,6.29549705567546,2.58052666544467,-2.90625095139713,-1.46024054724419,-8.99316956338333,1.24467581572418,-3.52200583051253,3.96421770680709,-6.88405800313817,2.57427090984611,-7.35157737004478,6.41823564847318,3.36764004900427,5.32641647177702,3.72888935390015,-3.41198376566545,-6.62315080108753,4.57879692155912,2.22615352804307,2.88847641170439,-0.489709387323869,1.10273425214166,-2.24555242672125,-0.0238760575398778,1.28616065011044,-2.99707745639237,-1.02397100750755,-2.98892974569251,-0.188216721450841,-2.00984208802668,-3.15399259494019,-2.77295381587685,-0.17565771130331,2.4509030637046,3.71479927511667,-5.4074809461749,1.90307535577425,0.0935968954091784,-0.604719215174319,2.38477633892346,16.2643780127756,3.47051257480469,-7.03252161363994,-2.55887969535344,0.307840808589816,2.94863102106651
-0.198,3.38191441015018,3.16224036748627,10.88416114413,-1.20053002554651,3.50849158104009,5.21408413981005,2.5048103211812,0.568230050288078,-4.53146323674932,-2.82415642517274,-4.80200727062804,0.294437019450178,3.14451171895499,11.7382747337398,-2.66789993038175,0.143877783404326,5.9382406456652,2.81974098097448,-3.37951728957181,-0.369545836406668,-9.11248376828882,0.0853760859971022,-3.6352545174126,3.84881636433394,-7.10566518204665,1.70574163644931,-8.17768898393058,5.4509391290658,3.65058029242629,4.38866393932335,3.18634914211815,-3.60849932500749,-6.83637655343674,4.18540814839787,1.15610190717772,3.13128050898372,-0.762528031175796,1.01076356063072,-2.01687525745426,-0.19018097875975,1.27130750650637,-2.44428184903907,-0.53318357434986,-2.44719203365895,-0.205380147054725,-1.08849834055023,-2.90216281735921,-3.31812609279137,0.172642340702432,2.25861773686551,2.8460648462718,-4.38825379589186,2.25344992217586,0.588485475615632,-1.06434761663471,2.29429419806948,16.4380639411006,2.83038976303473,-6.99691159803334,-1.62459580250247,0.340631176972443,1.97975520820236
-0.196,2.63219917562845,3.29087192656049,10.6570026381365,-1.24592032415678,3.83079387662744,4.77239779120485,2.33704101788895,0.014631707266456,-5.18765566800708,-2.10945293984117,-4.18469303122082,0.0916609505612744,3.96368671768279,10.8465782301249,-2.31060185401485,0.443839148303701,5.51653402409624,3.15266185544171,-3.83697166246758,0.405908572939762,-8.96905648283948,-1.09823702181382,-3.77473740559665,3.786514200688,-7.39746899000234,1.13106921662915,-8.36011583076147,4.29316496132091,3.69118877746347,3.11943582921116,2.91093460361698,-3.96960579517422,-6.82502568587575,3.87541006203321,0.745592470588965,3.2723768551029,-1.02367161596524,1.08479157652734,-1.67647741462856,-0.379422011566798,1.61509132964155,-1.92229633496929,-0.455280287649395,-2.068441878184,-0.250768002430238,0.13285530835305,-2.34647861905166,-3.66441074244348,0.518688976106094,2.14412953609624,2.0784737876089,-3.15910579499948,2.572140234478,0.984621823511857,-1.36546346778396,2.07711955802052,16.5427511074011,2.03353663702023,-7.10374119362789,-0.430313679502421,0.40876024177836,1.06697157994476
-0.194,1.80974614719647,3.4125895633901,10.5605951947188,-1.30413910041877,3.96039702450571,4.13895781653098,2.23273277891327,-0.613887733688252,-5.71018394621425,-1.44584433228584,-3.19970394362814,-0.051951845536989,4.6605540133973,9.38632312217169,-1.93326080915366,0.871794409462997,5.14261866155957,3.49200105168554,-4.22075347799557,0.924862687317176,-8.46203220439555,-2.13746293632508,-3.95309570039312,3.74464918096149,-7.7270185376366,0.897283263514808,-7.90526903024078,3.08439349825643,3.45319946519645,1.74467017701119,2.88122748924831,-4.42779911114727,-6.47400527647908,3.60101675209202,1.07864582793831,3.2752769091342,-1.21087320637868,1.20714792959512,-1.23188113949963,-0.571061949219233,2.28809493773893,-1.41612712565576,-0.729719860600742,-1.84011078793297,-0.361521263912172,1.5623723269509,-1.64786392938563,-3.78312425643551,0.836968080607258,2.08662688338072,1.43829793844193,-1.8809474513266,2.85324118986295,1.19590074299361,-1.40300338708846,1.72459944682813,16.54433244956,1.17120930831867,-7.27077598952345,0.868114302214507,0.528076931309278,0.351950866865569
-0.192,1.08860257009687,3.52032921779969,10.5319899042714,-1.34343626307305,3.90798861162074,3.35455238364172,2.16938212220391,-1.22901865693528,-6.06308643844948,-0.895057713046367,-2.02257191243812,-0.105683709978375,5.14659529526803,7.56657826672281,-1.57710491213295,1.31906990210548,4.91134533026479,3.74106669680042,-4.48709099861956,1.33787471887746,-7.56385932192035,-2.92085885390057,-4.19365183441718,3.69308558859337,-8.04605546182874,0.973887809936043,-6.95065851926173,1.9871873164827,2.93524484912378,0.52738126608781,3.02124501002871,-4.88251124102063,-5.73394935557059,3.29423961892271,2.07340039220075,3.13738419591444,-1.2867901823011,1.28039577170431,-0.725273065722106,-0.733879207119039,3.18096563985847,-0.87730503992711,-1.22944738648354,-1.70045182063859,-0.571514306511031,3.06112570419541,-1.00556982480494,-3.68095795944464,1.11079466839986,2.06648228230698,0.914622146979718,-0.710611320013164,3.09485976802439,1.18132267793314,-1.14972709557795,1.24078951620259,16.4226705831316,0.355159923463926,-7.39587650469814,2.11048164171163,0.725332751330164,-0.086627411453851
-0.19,0.639783319880572,3.59323712080614,10.4730042605344,-1.34559244170241,3.70512862101652,2.47188679715747,2.11726074885149,-1.73951274144907,-6.23340440952239,-0.492178273554535,-0.903140628149355,-0.0521519864307559,5.36185716262729,5.6666365046234,-1.28129009939901,1.67576248342115,4.87680821171025,3.81504155499197,-4.61135925500132,1.84078292418531,-6.32371242363892,-3.41756356394697,-4.51421976164015,3.61574532889377,-8.30173997710256,1.265518558093,-5.73646936442459,1.1583183246439,2.17458788491078,-0.291250233260993,3.21657452362003,-5.21881301089386,-4.64160638327815,2.89556073176721,3.49747725913423,2.88728429410389,-1.24340049073354,1.25376596432679,-0.225969511750266,-0.834066185493358,4.1239963355794,-0.240061183856661,-1.79146107382989,-1.56207818463363,-0.899221630465822,4.46820994945939,-0.602063841346352,-3.3991540856223,1.33348714607724,2.06987185177718,0.468304905442199,0.234767348778502,3.2990118342675,0.948978668887147,-0.66287937938762,0.649131151649646,16.1860164992526,-0.302202660942029,-7.38724381008555,3.1704643633066,1.02975835823523,-0.23687064470551
-0.188,0.584003472474105,3.60696263303497,10.2785941078455,-1.30851813716107,3.39950135605349,1.55223826963044,2.04420583832527,-2.06798875739362,-6.22212162588795,-0.24623410054987,-0.101438080898004,0.111377358848204,5.29227502093915,3.97781004656795,-1.07820673838089,1.85350988294552,5.03742422333456,3.65911723001068,-4.58890724358407,2.615703832203,-4.85770002509464,-3.67888124228404,-4.9092555918479,3.51777205074291,-8.45230105450241,1.63921281899888,-4.54789904124068,0.720243826205168,1.24586832645626,-0.552059304664031,3.34046032508169,-5.33033375115482,-3.3210850131935,2.3794644530785,5.01962591064375,2.57513536551468,-1.10003477931495,1.13152129084198,0.184271283547039,-0.846971961652632,4.92197542512229,0.552157174455848,-2.26505959962586,-1.34170480947678,-1.33771144298897,5.63141802473973,-0.55788325903053,-3.00525305101425,1.50943952030405,2.09032726416478,0.0475269576674376,0.900484509283265,3.46992238358183,0.549693232160648,-0.0657504403094475,-0.00275579195911027,15.8766593359036,-0.709516690756752,-7.18732225687761,3.97953766565501,1.46270594524985,-0.142101898541674
-0.186,0.954257558052607,3.54356300409642,9.86709466318068,-1.24209237360578,3.04588540451627,0.663162331894165,1.92257398091037,-2.16593244072662,-6.03608083913136,-0.145395242011835,0.183385197389131,0.373064745392064,4.97525551751346,2.73843715293319,-0.990959776563081,1.8037804862235,5.34000630215486,3.26152720490938,-4.43374941455243,3.77676244172362,-3.32601220814026,-3.81594245172725,-5.33988803220999,3.4285471422631,-8.48014197455136,1.9595259056183,-3.64257823155203,0.737748544395421,0.251689651217613,-0.220287753636946,3.28382039126077,-5.14190963091197,-1.96401695600181,1.7652889612271,6.286439282266,2.25423611135408,-0.896904190118653,0.964869220748939,0.42964113446821,-0.768948205626141,5.39807410738016,1.5184883744507,-2.55379815181571,-0.986367561294542,-1.85220909839408,6.43510048823433,-0.891579462589411,-2.58052536815257,1.65174510468717,2.13043520531892,-0.389289314560325,1.30116015554049,3.61151979834495,0.060532492920786,0.48620571996979,-0.643608067920058,15.5648906578164,-0.810804174583824,-6.78386267188691,4.53652927502297,2.02517517385112,0.125777223194261
-0.184,1.68442352472726,3.39942691098762,9.20805470447706,-1.16108800567369,2.69901011798189,-0.1249459614617,1.73518156035514,-2.02100291933415,-5.68370767559253,-0.168785049311314,-0.12658328080689,0.707025037406359,4.49494772157646,2.07880496280818,-1.02797469048017,1.52687359503102,5.69331788205676,2.65741013508828,-4.17511718995625,5.33186440250086,-1.89822658285983,-3.96350590376839,-5.73508545453917,3.39672184480964,-8.39838524346741,2.12333269324299,-3.1855310537569,1.20050553344587,-0.691442881458133,0.600600104881691,2.98411186364836,-4.62846386092888,-0.793747834302768,1.11760087537962,7.00263687045375,1.9629658772936,-0.681540696027031,0.828649154427552,0.45766852680626,-0.625815988557033,5.43574375074366,2.62103024300161,-2.62485926536697,-0.492049559181592,-2.3851738433229,6.82041628842068,-1.50479279875637,-2.20531582648385,1.77802302255897,2.19612843645139,-0.852512119085445,1.50906026422277,3.7261660640403,-0.436941825174799,0.847653827604205,-1.18719731209929,15.3329671159744,-0.593391996842497,-6.20852550985013,4.90005313288572,2.68901913188767,0.49401854215605
-0.182,2.61842356378444,3.18643315774753,8.33868157838405,-1.07779955840177,2.40834818371833,-0.741276430067878,1.48030129531025,-1.65680592027603,-5.17595721218426,-0.294152054989985,-0.961288115695753,1.07499459400646,3.96314610359998,1.99159433171881,-1.18067593319775,1.07058547829085,5.98681754522651,1.92283977810779,-3.8505808830468,7.17417335638391,-0.722870672649292,-4.2379201309448,-6.0041010467886,3.47821819382536,-8.24955599817688,2.08511407268288,-3.20519805349005,2.02229406070685,-1.47236743656354,1.68863256739304,2.44670570867006,-3.82718279871461,-0.0138752464919967,0.531739026511298,6.99813374597772,1.71388069900563,-0.494127431067597,0.79028414287371,0.251227523692433,-0.474647144780399,5.00843424048664,3.75743790121139,-2.50218355396112,0.0913101463392202,-2.86759190886273,6.79351007179985,-2.21238771757014,-1.94437047146426,1.90619605998695,2.28830887985777,-1.31484811391094,1.6258794520412,3.81292259478719,-0.876737425800423,0.92552612220623,-1.54813927636244,15.2528359755433,-0.0906479165397635,-5.52316606126798,5.16533018372729,3.39460489558664,0.911423829211905
